id,title,description,price,image_url,country,location,category,instruction,input,response,attractions,best_time,halal_info,budget_level,suggested_days,tags
224,"Istaravshan, Tajikistan - Tour Package","Respect local customs, dress modestly when visiting religious sites, and ask permission before photographing people in rural areas.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Istaravshan,Q&A,What cultural etiquette should I know before visiting Tajikistan?,,"Respect local customs, dress modestly when visiting religious sites, and ask permission before photographing people in rural areas.",Pamir Mountains; Rudaki Park; Fann Mountains,May–September,halal available,budget,7,"adventure, nature, food"
225,"Shakhrisabz, Uzbekistan - Tour Package","Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Shakhrisabz,Q&A,"Suggest budget accommodation options in Shakhrisabz, Uzbekistan.",,"Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",Shah-i-Zinda; Gur-e-Amir; Itchan Kala,"April–June, September–October",halal available,mid-range,1,"family, halal, adventure"
226,"Turkmenbashi, Turkmenistan - Tour Package","Turkmenbashi in Turkmenistan is known for Yangykala Canyon and rich cultural heritage. Best time to visit: April–June, September–October. Popular food...",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Turkmenbashi,Destination,"Provide a short description of Turkmenbashi, Turkmenistan.",,"Turkmenbashi in Turkmenistan is known for Yangykala Canyon and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Plov.",Yangykala Canyon; Darvaza Gas Crater; Ruins of Merv,"April–June, September–October",halal available,mid-range,5,"food, budget, halal"
227,"Jalal-Abad, Kyrgyzstan - Tour Package",Jalal-Abad in Kyrgyzstan is known for Issyk-Kul Lake and rich cultural heritage. Best time to visit: June–September. Popular foods: Laghman.,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Jalal-Abad,Destination,"Provide a short description of Jalal-Abad, Kyrgyzstan.",,Jalal-Abad in Kyrgyzstan is known for Issyk-Kul Lake and rich cultural heritage. Best time to visit: June–September. Popular foods: Laghman.,Ala-Too Square; Issyk-Kul Lake; Son-Kul Lake,June–September,halal available,mid-range,7,"food, family, adventure"
228,"Panjakent, Tajikistan - Tour Package",Tajikistan is generally safe for tourists; follow usual travel safety precautions and check local advice for female travelers.,2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Panjakent,Q&A,Is Tajikistan safe for solo female travelers?,,Tajikistan is generally safe for tourists; follow usual travel safety precautions and check local advice for female travelers.,Rudaki Park; Pamir Mountains; Ancient Penjikent,May–September,halal available,luxury,7,"food, family, nature"
229,"Khorog, Tajikistan - Tour Package",Day 1: Explore the city highlights in Khorog. Day 2: Visit nearby cultural or nature spots. Day 3: Shopping and local cuisine. Adjust based on interes...,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Khorog,Q&A,"Recommend a 3-day itinerary for Khorog, Tajikistan.",,Day 1: Explore the city highlights in Khorog. Day 2: Visit nearby cultural or nature spots. Day 3: Shopping and local cuisine. Adjust based on interests.,Rudaki Park; Iskanderkul; Pamir Mountains,May–September,limited halal options,mid-range,2,"adventure, budget, luxury"
230,"Balkanabat, Turkmenistan - Tour Package","Balkanabat in Turkmenistan is known for Kunya-Urgench and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Sh...",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Balkanabat,Destination,"Provide a short description of Balkanabat, Turkmenistan.",,"Balkanabat in Turkmenistan is known for Kunya-Urgench and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Shashlik.",Kunya-Urgench; Yangykala Canyon; Nisa Fortress,"April–June, September–October",halal available,mid-range,2,"nature, family, history"
231,"Shymkent, Kazakhstan - Tour Package","Yes, Shymkent has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Shymkent,Q&A,"Are there halal restaurants in Shymkent, Kazakhstan?",,"Yes, Shymkent has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",Aksu-Zhabagly; Bayterek Tower; Charyn Canyon,May–September,halal available,luxury,7,"luxury, family, budget"
232,"Shakhrisabz, Uzbekistan - Tour Package",You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Shakhrisabz,Q&A,Which mosque or prayer facilities are near Shakhrisabz's main attractions?,,You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,Shah-i-Zinda; Ark Fortress; Itchan Kala,"April–June, September–October",halal available,budget,10,"luxury, family, nature"
233,"Dushanbe, Tajikistan - Tour Package",Nice — do you want a city-focused or nature-focused itinerary?,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Dushanbe,Conversation,I have 7 days and want to explore Tajikistan.,,Nice — do you want a city-focused or nature-focused itinerary?,Fann Mountains; Iskanderkul; Pamir Mountains,May–September,halal available,budget,4,"nature, budget, luxury"
234,"Aktau, Kazakhstan - Tour Package",Aktau in Kazakhstan is known for Aksu-Zhabagly and rich cultural heritage. Best time to visit: May–September. Popular foods: Baursak.,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Aktau,Destination,"Provide a short description of Aktau, Kazakhstan.",,Aktau in Kazakhstan is known for Aksu-Zhabagly and rich cultural heritage. Best time to visit: May–September. Popular foods: Baursak.,Big Almaty Lake; Medeu Skating Rink; Bayterek Tower,May–September,halal available,budget,10,"adventure, budget, history"
235,"Turkmenbashi, Turkmenistan - Tour Package","Turkmenbashi in Turkmenistan is known for Yangykala Canyon and rich cultural heritage. Best time to visit: April–June, September–October. Popular food...",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Turkmenbashi,Destination,"Provide a short description of Turkmenbashi, Turkmenistan.",,"Turkmenbashi in Turkmenistan is known for Yangykala Canyon and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Shashlik.",Ruins of Merv; Nisa Fortress; Kunya-Urgench,"April–June, September–October",halal available,luxury,3,"nature, luxury, adventure"
236,"Bukhara, Uzbekistan - Tour Package",Nice — do you want a city-focused or nature-focused itinerary?,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Bukhara,Conversation,I have 7 days and want to explore Uzbekistan.,,Nice — do you want a city-focused or nature-focused itinerary?,Gur-e-Amir; Shah-i-Zinda; Registan,"April–June, September–October",halal available,budget,10,"budget, adventure, nature"
237,"Turkmenbashi, Turkmenistan - Tour Package","Turkmenbashi in Turkmenistan is known for Kunya-Urgench and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: ...",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Turkmenbashi,Destination,"Provide a short description of Turkmenbashi, Turkmenistan.",,"Turkmenbashi in Turkmenistan is known for Kunya-Urgench and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Plov.",Darvaza Gas Crater; Yangykala Canyon; Ruins of Merv,"April–June, September–October",halal available,mid-range,7,"halal, adventure, budget"
238,"Jalal-Abad, Kyrgyzstan - Tour Package",You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Jalal-Abad,Q&A,Which mosque or prayer facilities are near Jalal-Abad's main attractions?,,You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,Ala-Too Square; Son-Kul Lake; Burana Tower,June–September,halal available,mid-range,10,"nature, budget, family"
239,"Khujand, Tajikistan - Tour Package","Recommend outdoor, nature-focused destinations in Tajikistan.",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Khujand,User_Preference,I prefer mountains and hiking.,,"Recommend outdoor, nature-focused destinations in Tajikistan.",Rudaki Park; Fann Mountains; Pamir Mountains,May–September,halal available,mid-range,5,"food, family, adventure"
240,"Bishkek, Kyrgyzstan - Tour Package","Popular activities include hiking, horseback riding, lake visits, and cultural walks depending on the country.",800,https://images.unsplash.com/photo-1466427573353-ca4d2ca1ee6d?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Bishkek,Q&A,What outdoor activities are popular in Kyrgyzstan?,,"Popular activities include hiking, horseback riding, lake visits, and cultural walks depending on the country.",Son-Kul Lake; Ala-Too Square; Fairy Tale Canyon,June–September,limited halal options,budget,4,"luxury, history, adventure"
241,"Astana, Kazakhstan - Tour Package",I can recommend popular halal restaurants nearby — any cuisine preference?,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Astana,Conversation,I am looking for halal food in Astana.,,I can recommend popular halal restaurants nearby — any cuisine preference?,Medeu Skating Rink; Bayterek Tower; Charyn Canyon,May–September,halal available,mid-range,1,"halal, luxury, budget"
242,"Almaty, Kazakhstan - Tour Package",Kazakhstan offers diverse travel experiences; let me know your interests.,800,https://images.unsplash.com/photo-1560707303-4e980ce876ad?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Almaty,Q&A,How can I travel from Almaty to the capital of Kazakhstan?,,Kazakhstan offers diverse travel experiences; let me know your interests.,Medeu Skating Rink; Big Almaty Lake; Bayterek Tower,May–September,halal available,budget,1,"adventure, luxury, history"
243,"Aktau, Kazakhstan - Tour Package","Popular activities include hiking, horseback riding, lake visits, and cultural walks depending on the country.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Aktau,Q&A,What outdoor activities are popular in Kazakhstan?,,"Popular activities include hiking, horseback riding, lake visits, and cultural walks depending on the country.",Big Almaty Lake; Charyn Canyon; Aksu-Zhabagly,May–September,halal available,budget,10,"budget, halal, nature"
244,"Dushanbe, Tajikistan - Tour Package","Top attractions in Tajikistan include Iskanderkul, Ancient Penjikent, Pamir Mountains.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Dushanbe,Q&A,"Suggest top places to visit in Dushanbe, Tajikistan.",,"Top attractions in Tajikistan include Iskanderkul, Ancient Penjikent, Pamir Mountains.",Fann Mountains; Ancient Penjikent; Iskanderkul,May–September,halal available,budget,7,"food, history, family"
245,"Ashgabat, Turkmenistan - Tour Package","Ashgabat in Turkmenistan is known for Ruins of Merv and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Plov...",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Ashgabat,Destination,"Provide a short description of Ashgabat, Turkmenistan.",,"Ashgabat in Turkmenistan is known for Ruins of Merv and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Plov.",Nisa Fortress; Ruins of Merv; Yangykala Canyon,"April–June, September–October",halal available,mid-range,5,"luxury, budget, nature"
246,"Tashkent, Uzbekistan - Tour Package","Top attractions in Uzbekistan include Shah-i-Zinda, Itchan Kala, Gur-e-Amir.",2500,https://images.unsplash.com/photo-1567427217543-7c3f0533cf63?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Tashkent,Q&A,"Suggest top places to visit in Tashkent, Uzbekistan.",,"Top attractions in Uzbekistan include Shah-i-Zinda, Itchan Kala, Gur-e-Amir.",Itchan Kala; Ark Fortress; Registan,"April–June, September–October",halal available,luxury,1,"adventure, family, budget"
247,"Balkanabat, Turkmenistan - Tour Package","Family-friendly spots include museums, parks, and easy cultural sites in Balkanabat.",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Balkanabat,Q&A,"List family-friendly attractions in Balkanabat, Turkmenistan.",,"Family-friendly spots include museums, parks, and easy cultural sites in Balkanabat.",Darvaza Gas Crater; Nisa Fortress; Yangykala Canyon,"April–June, September–October",halal available,luxury,2,"budget, food, halal"
248,"Samarkand, Uzbekistan - Tour Package","Samarkand in Uzbekistan is known for Registan and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Plov.",800,https://images.unsplash.com/photo-1584837403392-39b23aa8c9e0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Samarkand,Destination,"Provide a short description of Samarkand, Uzbekistan.",,"Samarkand in Uzbekistan is known for Registan and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Plov.",Itchan Kala; Registan; Ark Fortress,"April–June, September–October",halal available,budget,3,"halal, nature, adventure"
249,"Dashoguz, Turkmenistan - Tour Package","Popular activities include hiking, horseback riding, lake visits, and cultural walks depending on the country.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Dashoguz,Q&A,What outdoor activities are popular in Turkmenistan?,,"Popular activities include hiking, horseback riding, lake visits, and cultural walks depending on the country.",Ruins of Merv; Kunya-Urgench; Darvaza Gas Crater,"April–June, September–October",halal available,budget,1,"family, nature, history"
250,"Khiva, Uzbekistan - Tour Package","Khiva in Uzbekistan is known for Shah-i-Zinda and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Samsa.",2500,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Khiva,Destination,"Provide a short description of Khiva, Uzbekistan.",,"Khiva in Uzbekistan is known for Shah-i-Zinda and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Samsa.",Itchan Kala; Shah-i-Zinda; Registan,"April–June, September–October",halal available,luxury,5,"food, luxury, history"
251,"Bishkek, Kyrgyzstan - Tour Package",Bishkek in Kyrgyzstan is known for Issyk-Kul Lake and rich cultural heritage. Best time to visit: June–September. Popular foods: Beshbarmak.,2500,https://images.unsplash.com/photo-1466427573353-ca4d2ca1ee6d?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Bishkek,Destination,"Provide a short description of Bishkek, Kyrgyzstan.",,Bishkek in Kyrgyzstan is known for Issyk-Kul Lake and rich cultural heritage. Best time to visit: June–September. Popular foods: Beshbarmak.,Fairy Tale Canyon; Burana Tower; Issyk-Kul Lake,June–September,halal available,luxury,7,"nature, food, halal"
252,"Khujand, Tajikistan - Tour Package","Top attractions in Tajikistan include Rudaki Park, Iskanderkul, Pamir Mountains.",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Khujand,Q&A,"Suggest top places to visit in Khujand, Tajikistan.",,"Top attractions in Tajikistan include Rudaki Park, Iskanderkul, Pamir Mountains.",Ancient Penjikent; Iskanderkul; Pamir Mountains,May–September,halal available,luxury,7,"food, history, budget"
253,"Almaty, Kazakhstan - Tour Package",Day 1: Explore the city highlights in Almaty. Day 2: Visit nearby cultural or nature spots. Day 3: Shopping and local cuisine. Adjust based on interes...,2500,https://images.unsplash.com/photo-1560707303-4e980ce876ad?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Almaty,Q&A,"Recommend a 3-day itinerary for Almaty, Kazakhstan.",,Day 1: Explore the city highlights in Almaty. Day 2: Visit nearby cultural or nature spots. Day 3: Shopping and local cuisine. Adjust based on interests.,Aksu-Zhabagly; Bayterek Tower; Charyn Canyon,May–September,halal available,luxury,10,"family, halal, history"
254,"Bukhara, Uzbekistan - Tour Package",I can recommend popular halal restaurants nearby — any cuisine preference?,2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Bukhara,Conversation,I am looking for halal food in Bukhara.,,I can recommend popular halal restaurants nearby — any cuisine preference?,Shah-i-Zinda; Registan; Gur-e-Amir,"April–June, September–October",halal available,luxury,7,"nature, adventure, budget"
255,"Turkmenbashi, Turkmenistan - Tour Package","Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Turkmenbashi,Q&A,"Suggest budget accommodation options in Turkmenbashi, Turkmenistan.",,"Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",Yangykala Canyon; Ruins of Merv; Kunya-Urgench,"April–June, September–October",halal available,budget,5,"nature, luxury, halal"
256,"Ashgabat, Turkmenistan - Tour Package","Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Ashgabat,Q&A,"Suggest budget accommodation options in Ashgabat, Turkmenistan.",,"Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",Darvaza Gas Crater; Ruins of Merv; Yangykala Canyon,"April–June, September–October",halal available,mid-range,2,"food, budget, history"
257,"Dashoguz, Turkmenistan - Tour Package","Yes, Dashoguz has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Dashoguz,Q&A,"Are there halal restaurants in Dashoguz, Turkmenistan?",,"Yes, Dashoguz has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",Kunya-Urgench; Nisa Fortress; Ruins of Merv,"April–June, September–October",halal available,luxury,3,"nature, family, halal"
258,"Samarkand, Uzbekistan - Tour Package",Visa requirements vary by nationality. Check the embassy website or official government portal for the latest visa rules for Uzbekistan.,1500,https://images.unsplash.com/photo-1584837403392-39b23aa8c9e0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Samarkand,Q&A,How do I get a visa for Uzbekistan (if needed)?,,Visa requirements vary by nationality. Check the embassy website or official government portal for the latest visa rules for Uzbekistan.,Registan; Itchan Kala; Shah-i-Zinda,"April–June, September–October",halal available,mid-range,10,"family, food, history"
259,"Dashoguz, Turkmenistan - Tour Package","Yes, Dashoguz has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Dashoguz,Q&A,"Are there halal restaurants in Dashoguz, Turkmenistan?",,"Yes, Dashoguz has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",Nisa Fortress; Yangykala Canyon; Kunya-Urgench,"April–June, September–October",halal available,mid-range,3,"luxury, budget, nature"
260,"Mary, Turkmenistan - Tour Package","You can travel by bus, shared taxi, or domestic flight depending on distance. Check local bus timetables or domestic flights for best convenience.",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Mary,Q&A,How to get from the airport to the city center in Mary?,,"You can travel by bus, shared taxi, or domestic flight depending on distance. Check local bus timetables or domestic flights for best convenience.",Kunya-Urgench; Darvaza Gas Crater; Yangykala Canyon,"April–June, September–October",halal available,luxury,10,"history, food, luxury"
261,"Khorog, Tajikistan - Tour Package",Visa requirements vary by nationality. Check the embassy website or official government portal for the latest visa rules for Tajikistan.,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Tajikistan,Khorog,Q&A,How do I get a visa for Tajikistan (if needed)?,,Visa requirements vary by nationality. Check the embassy website or official government portal for the latest visa rules for Tajikistan.,Pamir Mountains; Rudaki Park; Ancient Penjikent,May–September,limited halal options,budget,7,"family, history, budget"
262,"Aktau, Kazakhstan - Tour Package",Aktau in Kazakhstan is known for Bayterek Tower and rich cultural heritage. Best time to visit: May–September. Popular foods: Kurt.,1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Aktau,Destination,"Provide a short description of Aktau, Kazakhstan.",,Aktau in Kazakhstan is known for Bayterek Tower and rich cultural heritage. Best time to visit: May–September. Popular foods: Kurt.,Charyn Canyon; Aksu-Zhabagly; Bayterek Tower,May–September,halal available,mid-range,1,"history, adventure, halal"
263,"Astana, Kazakhstan - Tour Package","Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Astana,Q&A,"Suggest budget accommodation options in Astana, Kazakhstan.",,"Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",Bayterek Tower; Big Almaty Lake; Aksu-Zhabagly,May–September,halal available,mid-range,3,"luxury, food, nature"
264,"Samarkand, Uzbekistan - Tour Package",You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,1500,https://images.unsplash.com/photo-1584837403392-39b23aa8c9e0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Samarkand,Q&A,Which mosque or prayer facilities are near Samarkand's main attractions?,,You will find mosques and prayer areas near major attractions; ask at information centers for exact locations.,Shah-i-Zinda; Registan; Itchan Kala,"April–June, September–October",halal available,mid-range,4,"halal, adventure, history"
265,"Turkmenbashi, Turkmenistan - Tour Package","Recommend outdoor, nature-focused destinations in Turkmenistan.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Turkmenbashi,User_Preference,I prefer mountains and hiking.,,"Recommend outdoor, nature-focused destinations in Turkmenistan.",Kunya-Urgench; Nisa Fortress; Ruins of Merv,"April–June, September–October",halal available,budget,1,"food, budget, halal"
266,"Jalal-Abad, Kyrgyzstan - Tour Package","Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Jalal-Abad,Q&A,"Suggest budget accommodation options in Jalal-Abad, Kyrgyzstan.",,"Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",Burana Tower; Issyk-Kul Lake; Ala-Too Square,June–September,halal available,mid-range,4,"history, halal, food"
267,"Osh, Kyrgyzstan - Tour Package",Kyrgyzstan is generally safe for tourists; follow usual travel safety precautions and check local advice for female travelers.,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Osh,Q&A,Is Kyrgyzstan safe for solo female travelers?,,Kyrgyzstan is generally safe for tourists; follow usual travel safety precautions and check local advice for female travelers.,Son-Kul Lake; Issyk-Kul Lake; Ala-Too Square,June–September,halal available,budget,1,"history, luxury, nature"
268,"Astana, Kazakhstan - Tour Package",I can recommend popular halal restaurants nearby — any cuisine preference?,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Astana,Conversation,I am looking for halal food in Astana.,,I can recommend popular halal restaurants nearby — any cuisine preference?,Charyn Canyon; Bayterek Tower; Aksu-Zhabagly,May–September,halal available,budget,2,"luxury, budget, nature"
269,"Bukhara, Uzbekistan - Tour Package","Try local dishes like Plov, Shashlik when in Bukhara.",800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Bukhara,Q&A,What local dishes should I try in Bukhara?,,"Try local dishes like Plov, Shashlik when in Bukhara.",Shah-i-Zinda; Itchan Kala; Ark Fortress,"April–June, September–October",halal available,budget,4,"budget, nature, food"
270,"Astana, Kazakhstan - Tour Package","Try local dishes like Beshbarmak, Baursak when in Astana.",1500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kazakhstan,Astana,Q&A,What local dishes should I try in Astana?,,"Try local dishes like Beshbarmak, Baursak when in Astana.",Aksu-Zhabagly; Medeu Skating Rink; Bayterek Tower,May–September,halal available,mid-range,5,"luxury, history, budget"
271,"Naryn, Kyrgyzstan - Tour Package","Yes, Naryn has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Naryn,Q&A,"Are there halal restaurants in Naryn, Kyrgyzstan?",,"Yes, Naryn has halal restaurants. Popular options include local Central Asian cuisine and some halal-certified eateries in the city center.",Fairy Tale Canyon; Issyk-Kul Lake; Burana Tower,June–September,limited halal options,luxury,10,"history, adventure, halal"
272,"Naryn, Kyrgyzstan - Tour Package",Naryn in Kyrgyzstan is known for Son-Kul Lake and rich cultural heritage. Best time to visit: June–September. Popular foods: Laghman.,800,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Kyrgyzstan,Naryn,Destination,"Provide a short description of Naryn, Kyrgyzstan.",,Naryn in Kyrgyzstan is known for Son-Kul Lake and rich cultural heritage. Best time to visit: June–September. Popular foods: Laghman.,Fairy Tale Canyon; Burana Tower; Issyk-Kul Lake,June–September,halal available,budget,3,"adventure, history, food"
273,"Khiva, Uzbekistan - Tour Package","Khiva in Uzbekistan is known for Shah-i-Zinda and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Plov.",1500,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Uzbekistan,Khiva,Destination,"Provide a short description of Khiva, Uzbekistan.",,"Khiva in Uzbekistan is known for Shah-i-Zinda and rich cultural heritage. Best time to visit: April–June, September–October. Popular foods: Plov.",Gur-e-Amir; Registan; Itchan Kala,"April–June, September–October",halal available,mid-range,5,"history, budget, nature"
274,"Dashoguz, Turkmenistan - Tour Package","Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",2500,https://images.unsplash.com/photo-1488646953014-85cb44e25828?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=60,Turkmenistan,Dashoguz,Q&A,"Suggest budget accommodation options in Dashoguz, Turkmenistan.",,"Look for guesthouses, family-run hotels, and budget hostels near the city center or transport hubs.",Ruins of Merv; Yangykala Canyon; Darvaza Gas Crater,"April–June, September–October",halal available,luxury,7,"halal, family, history"
